,Risk_Tolerance,Portfolio_Diversity,Age,Annual_Income,Years_Experience,Successful_Investment,Risk_Tolerance_Clean
2267,Medium,2.0,56.0,67493.0732810708,28.0,1,Medium
2268,Low,7.0,51.0,119731.16657245209,14.0,1,Low
2269,2,9.0,37.0,35555.341691863454,10.0,0,Medium
2270,2,7.0,38.0,37790.65168921232,2.0,0,Medium
2271,H,1.0,31.0,65873.87378312083,10.0,1,High
2272,2,6.0,41.0,88049.97253949354,0.0,1,Medium
2273,2,9.0,43.0,80539.17905917234,5.0,0,Medium
2274,3,5.0,34.0,52639.498364470135,15.0,1,Medium
2275,High,4.0,34.0,69884.8169253195,14.0,0,High
2276,High,5.0,44.0,64665.57311336877,5.0,0,High
2277,Low,5.0,55.0,14035.274443765133,0.0,0,Low
2278,Medium,6.0,51.0,82446.53757586112,26.0,1,Medium
2279,2,9.0,44.0,88079.67797637921,9.0,1,Medium
2280,3,1.0,33.0,78424.43053468523,12.0,0,Medium
2281,Low,9.0,59.0,55986.658282594566,31.0,1,Low
2282,3,4.0,33.0,41143.9621655628,9.0,1,Medium
2283,,8.0,44.0,71442.14565942061,19.0,1,Medium
2284,M,2.0,41.0,75427.58479562493,20.0,0,Medium
2285,High,3.0,27.0,0.0,2.0,0,High
2286,Low,9.0,38.0,59442.168792758974,10.0,0,Low
2287,Low,7.0,44.0,31873.92048107609,6.0,1,Low
2288,medium,2.0,36.0,42889.49633315772,8.0,0,Medium
2289,Unknown,4.0,27.0,29540.95254402209,5.0,0,Medium
2290,2,4.0,43.0,27699.058110201226,4.0,1,Medium
2291,Low,9.0,57.0,93641.96613211624,4.0,1,Low
2292,Low,10.0,44.0,34194.0204699297,16.0,0,Low
2293,Low,9.0,62.0,75962.23171647427,6.0,1,Low
2294,Low,7.0,57.0,77854.52981449994,18.0,1,Low
2295,2,7.0,42.0,61190.15343003992,2.0,1,Medium
2296,,7.0,66.0,178524.12886126066,25.0,0,Medium
2297,3,5.0,44.0,94229.11975537369,26.0,1,Medium
2298,Low,8.0,51.0,56456.78273474104,33.0,1,Low
2299,Medium,8.0,44.0,90976.75907850724,23.0,1,Medium
2300,1,5.0,44.0,76083.94243023454,19.0,1,Medium
2301,High,6.0,39.0,44509.40521589397,16.0,1,High
2302,Low,5.0,58.0,27605.17982418942,3.0,0,Low
2303,1,10.0,61.0,75102.69226948902,32.0,1,Medium
2304,Low,10.0,53.0,40071.49991466427,6.0,0,Low
2305,Low,10.0,45.0,80872.2278735983,18.0,1,Low
2306,H,6.0,26.0,56404.61512504311,2.0,0,High
2307,1,5.0,31.0,61560.06946567258,10.0,0,Medium
2308,L,7.0,66.0,75283.82550327585,21.0,1,Low
2309,Low,7.0,54.0,118861.8133251276,31.0,1,Low
2310,High,4.0,44.0,46574.9391931472,1.0,0,High
2311,Medium,5.0,65.0,127656.21288500518,11.0,0,Medium
2312,High,3.0,45.0,64456.74911891327,7.0,0,High
2313,3,3.0,35.0,88623.16432559288,1.0,0,Medium
2314,High,5.0,28.0,30955.5810219617,7.0,0,High
2315,High,3.0,45.0,87508.18562069717,27.0,0,High
2316,Medium,5.0,50.0,72262.42078306776,18.0,0,Medium
2317,L,6.0,46.0,103686.91240039264,6.0,0,Low
2318,Low,7.0,56.0,101580.14570410558,25.0,1,Low
2319,2,5.0,68.0,113572.83727816134,11.0,1,Medium
2320,1,4.0,43.0,95528.64488025306,2.0,0,Medium
2321,Medium,3.0,62.0,65091.648591926016,6.0,0,Medium
2322,1,6.0,51.0,77850.65618476918,20.0,1,Medium
2323,Low,15.0,49.0,40097.22088836743,22.0,1,Low
2324,,8.0,65.0,65458.38877993416,2.0,0,Medium
2325,,4.0,29.0,82341.2918593918,11.0,0,Medium
2326,2,5.0,46.0,81455.28479649207,24.0,1,Medium
2327,3,6.0,39.0,97708.41587107806,14.0,1,Medium
2328,M,7.0,42.0,51025.53739584914,17.0,1,Medium
2329,medium,9.0,100.0,236754.6925520628,55.0,1,Medium
2330,Low,10.0,54.0,89150.91059085554,27.0,1,Low
2331,Low,7.0,44.0,62976.51661976872,9.0,1,Low
2332,Low,4.0,62.0,113324.62304430587,18.0,0,Low
2333,Low,7.0,58.0,73113.89115316544,3.0,1,Low
2334,Low,5.0,60.0,112224.5991579192,37.0,1,Low
2335,Medium,5.0,39.0,14597.91544948393,14.0,0,Medium
2336,3,2.0,18.0,19661.406761732604,0.0,0,Medium
2337,Unknown,2.0,43.0,56940.62952708501,15.0,0,Medium
2338,Medium,3.0,37.0,40087.18561980929,7.0,0,Medium
2339,Unknown,4.0,43.0,117233.05931143076,6.0,0,Medium
2340,1,7.0,48.0,84808.16876669173,24.0,1,Medium
2341,LOW,4.0,38.0,45335.55597308885,4.0,0,Low
2342,Unknown,6.0,40.0,83399.79273259784,8.0,0,Medium
2343,2,2.0,23.0,16947.495328063567,4.0,0,Medium
2344,2,8.0,37.0,33056.41700907485,3.0,1,Medium
2345,Medium,5.0,58.0,65091.648591926016,39.0,1,Medium
2346,3,3.0,100.0,192535.35029087047,11.0,0,Medium
2347,Medium,6.0,44.0,83168.81645750038,28.0,0,Medium
2348,Low,5.0,50.0,95294.136472513,2.0,0,Low
2349,High,6.0,29.0,55306.982346561286,7.0,0,High
2350,1,4.0,65.0,195833.4588583791,36.0,1,Medium
2351,3,6.0,28.0,65091.648591926016,5.0,1,Medium
2352,3,2.0,40.0,67048.05674293144,4.0,1,Medium
2353,Medium,6.0,27.0,70347.12622641919,7.0,1,Medium
2354,Medium,2.0,55.0,36419.27432831989,22.0,1,Medium
2355,L,4.0,60.0,46795.689912776405,30.0,0,Low
2356,High,5.0,35.0,54194.036471864674,1.0,1,High
2357,3,6.0,16.0,63020.45076676649,0.0,0,Medium
2358,M,5.0,26.0,65091.648591926016,6.0,1,Medium
2359,High,6.0,22.0,28421.929531586586,0.0,1,High
2360,1,9.0,58.0,28865.58418187222,28.0,0,Medium
2361,1,5.0,54.0,169358.2514374269,31.0,0,Medium
2362,High,3.0,29.0,58081.470256336965,11.0,0,High
2363,M,6.0,33.0,116955.00705544656,15.0,0,Medium
2364,High,4.0,44.0,119194.50755126167,14.0,0,High
2365,,7.0,50.0,100234.5742546638,23.0,1,Medium
2366,Medium,4.0,66.0,123469.91329948368,17.0,0,Medium
2367,Low,9.0,44.0,97191.03411294094,23.0,1,Low
2368,Medium,2.0,40.0,55467.32364702658,8.0,0,Medium
2369,High,5.0,35.0,7068.975929005257,13.0,1,High
2370,Medium,4.0,36.0,18887.119178673514,2.0,0,Medium
2371,Medium,4.0,24.0,58548.83343794667,0.0,1,Medium
2372,Medium,8.0,41.0,36130.9916834584,21.0,0,Medium
2373,Medium,9.0,38.0,26338.455438404944,3.0,1,Medium
2374,High,2.0,36.0,43295.05923123837,26.0,1,High
2375,2,6.0,37.0,53903.37696404625,15.0,0,Medium
2376,Medium,7.0,59.0,93986.70466807134,10.0,1,Medium
2377,3,5.0,21.0,65091.648591926016,0.0,0,Medium
2378,Low,8.0,47.0,61219.984729202464,3.0,1,Low
2379,Medium,3.0,24.0,43134.31771675123,2.0,0,Medium
2380,Medium,7.0,67.0,147068.95713132856,44.0,0,Medium
2381,M,4.0,30.0,0.0,7.0,1,Medium
2382,M,3.0,81.0,65091.648591926016,39.0,1,Medium
2383,2,9.0,52.0,143640.3431367749,4.0,0,Medium
2384,H,4.0,56.0,65786.7535386273,14.0,1,High
2385,Medium,6.0,48.0,39190.60129027034,15.0,0,Medium
2386,Low,8.0,50.0,96287.71636592344,5.0,1,Low
2387,L,4.0,43.0,121833.03365984984,15.0,0,Low
2388,High,5.0,21.0,60482.64236197801,3.0,0,High
2389,2,5.0,49.0,22596.569148148792,9.0,1,Medium
2390,Medium,9.0,59.0,10408.894633334216,11.0,0,Medium
2391,Low,6.0,52.0,65091.648591926016,11.0,0,Low
2392,3,6.0,44.0,33563.994652856345,19.0,0,Medium
2393,Unknown,4.0,25.0,34784.47697968513,4.0,1,Medium
2394,2,7.0,18.0,0.0,0.0,0,Medium
2395,Medium,7.0,36.0,93238.87678419903,15.0,0,Medium
2396,Medium,2.0,26.0,0.0,7.0,0,Medium
2397,M,2.0,44.0,22576.386880716072,12.0,0,Medium
2398,,5.0,50.0,66475.43778118782,21.0,1,Medium
2399,1,4.0,49.0,77121.54626825699,15.0,0,Medium
2400,Low,10.0,53.0,13111.14070594056,35.0,1,Low
2401,Medium,7.0,46.0,56928.36193939079,3.0,1,Medium
2402,Low,4.0,55.0,42602.32952899119,13.0,0,Low
2403,Medium,8.0,35.0,21083.93898346736,12.0,0,Medium
2404,Unknown,6.0,30.0,63908.3566502468,8.0,0,Medium
2405,medium,3.0,44.0,41294.64483267591,14.0,1,Medium
2406,Unknown,4.0,45.0,72748.68880892696,15.0,0,Medium
2407,Medium,6.0,52.0,80209.40226519995,4.0,0,Medium
2408,Low,7.0,74.0,126502.07229965727,41.0,1,Low
2409,Low,6.0,57.0,34532.33691275758,38.0,0,Low
2410,Medium,6.0,25.0,61857.23899860444,1.0,0,Medium
2411,2,6.0,51.0,51097.52008589526,30.0,1,Medium
2412,Low,9.0,43.0,53224.8708265649,11.0,0,Low
2413,Low,10.0,52.0,56094.75042954997,24.0,1,Low
2414,,5.0,40.0,17378.995396791317,1.0,0,Medium
2415,,10.0,54.0,100863.83226426992,5.0,1,Medium
2416,High,1.0,69.0,53237.15961523926,43.0,0,High
2417,Medium,9.0,59.0,96437.48364510213,27.0,1,Medium
2418,Medium,4.0,58.0,64321.12429099898,5.0,0,Medium
2419,,5.0,23.0,33677.76278014539,0.0,1,Medium
2420,High,5.0,41.0,39436.769443123616,4.0,0,High
2421,2,3.0,50.0,86909.93126461189,2.0,0,Medium
2422,Low,5.0,63.0,92909.9632811002,37.0,1,Low
2423,H,-1.0,22.0,66984.67594957877,11.0,0,High
2424,3,5.0,33.0,19654.691698925435,13.0,0,Medium
2425,Medium,6.0,64.0,118933.22359325529,22.0,1,Medium
2426,MEDIUM,9.0,70.0,75170.2279032355,20.0,1,Medium
2427,1,4.0,67.0,60788.92317437154,33.0,0,Medium
2428,Medium,2.0,52.0,53599.47833207463,25.0,0,Medium
2429,Unknown,9.0,53.0,125552.13771040805,35.0,1,Medium
2430,High,4.0,33.0,47132.24024129667,14.0,0,High
2431,Low,8.0,73.0,84575.48706007065,23.0,1,Low
2432,2,3.0,53.0,96711.05618034129,35.0,0,Medium
2433,M,4.0,61.0,93686.10261888872,28.0,1,Medium
2434,H,5.0,49.0,115381.41424170112,12.0,0,High
2435,,8.0,68.0,83157.64156604791,32.0,0,Medium
2436,Low,5.0,61.0,74864.69429236845,41.0,1,Low
2437,,5.0,20.0,36464.54757377726,2.0,1,Medium
2438,,5.0,67.0,56681.46450362584,43.0,0,Medium
2439,High,2.0,18.0,60787.22127062576,0.0,0,High
2440,Medium,6.0,22.0,65408.58718074807,3.0,0,Medium
2441,Unknown,5.0,34.0,61953.03710610309,4.0,0,Medium
2442,High,6.0,34.0,39331.73660865157,3.0,1,High
2443,Medium,4.0,34.0,34475.0963123568,5.0,0,Medium
2444,MEDIUM,9.0,68.0,115029.95960674116,19.0,1,Medium
2445,Low,8.0,58.0,82290.31622970992,38.0,1,Low
2446,Low,4.0,67.0,57740.78460647581,11.0,0,Low
2447,High,6.0,40.0,68474.87481185659,0.0,0,High
2448,Medium,5.0,60.0,61275.25891733712,32.0,0,Medium
2449,high,2.0,21.0,65091.648591926016,0.0,0,High
2450,low,5.0,47.0,87931.4212150494,18.0,0,Low
2451,3,6.0,34.0,87011.96720001908,13.0,1,Medium
2452,Unknown,6.0,57.0,43567.67493859751,17.0,0,Medium
2453,3,1.0,37.0,65091.648591926016,8.0,1,Medium
2454,Low,9.0,50.0,46433.75199457091,5.0,0,Low
2455,LOW,4.0,52.0,53559.72774169994,11.0,1,Low
2456,High,3.0,42.0,79231.40597483763,15.0,0,High
2457,2,6.0,37.0,74075.4980997464,16.0,1,Medium
2458,Medium,8.0,38.0,148287.85972524053,12.0,0,Medium
2459,3,1.0,26.0,51847.716726826446,2.0,0,Medium
2460,Low,8.0,41.0,62251.06985217574,22.0,0,Low
2461,Low,9.0,56.0,43859.63219084316,30.0,1,Low
2462,Medium,2.0,45.0,122239.431481847,23.0,1,Medium
2463,Medium,7.0,51.0,65873.68189237632,20.0,1,Medium
2464,H,3.0,37.0,112247.76919123676,0.0,0,High
2465,,9.0,65.0,109575.00537570532,23.0,1,Medium
2466,Medium,3.0,37.0,46864.09507049293,5.0,1,Medium
2467,Medium,7.0,58.0,11010.254439654424,15.0,1,Medium
2468,High,4.0,45.0,33630.99759703837,8.0,1,High
2469,Medium,4.0,44.0,43257.29621187862,9.0,1,Medium
2470,High,-1.0,18.0,58291.39254646245,0.0,1,High
2471,1,5.0,53.0,123459.72876463828,5.0,1,Medium
2472,MEDIUM,4.0,26.0,13351.25899787847,0.0,1,Medium
2473,High,3.0,31.0,50215.83761964598,10.0,0,High
2474,High,2.0,28.0,19161.79415801388,2.0,0,High
2475,LOW,8.0,44.0,150931.99361811025,34.0,1,Low
2476,3,15.0,20.0,34877.821516262935,2.0,0,Medium
2477,3,5.0,46.0,99083.04304818805,20.0,1,Medium
2478,High,2.0,37.0,38668.04079767448,9.0,1,High
2479,Medium,2.0,32.0,30511.43327956207,10.0,0,Medium
2480,medium,8.0,18.0,39880.96963472183,0.0,1,Medium
2481,3,1.0,44.0,40677.65513218304,22.0,1,Medium
2482,3,1.0,35.0,75731.24872308908,13.0,0,Medium
2483,2,5.0,34.0,76894.51804952671,15.0,1,Medium
2484,Unknown,7.0,25.0,48612.85452235087,1.0,0,Medium
2485,2,5.0,36.0,43511.29072921177,10.0,0,Medium
2486,High,3.0,41.0,6283.521043558976,22.0,1,High
2487,medium,8.0,52.0,161552.4772457341,5.0,0,Medium
2488,Medium,7.0,40.0,70538.4611902199,3.0,0,Medium
2489,medium,5.0,43.0,79176.2004013297,1.0,0,Medium
2490,H,1.0,25.0,54862.76284029907,5.0,0,High
2491,Unknown,3.0,41.0,73360.80479579828,15.0,0,Medium
2492,low,10.0,55.0,53192.26193626242,4.0,1,Low
2493,3,2.0,35.0,56951.78730466592,1.0,0,Medium
2494,M,3.0,32.0,61981.19737613558,14.0,1,Medium
2495,Low,8.0,59.0,119276.5328846318,18.0,0,Low
2496,2,9.0,62.0,51878.547894383344,15.0,0,Medium
2497,Low,7.0,44.0,62388.95026011575,9.0,0,Low
2498,low,7.0,44.0,131272.3779878665,23.0,1,Low
2499,L,5.0,39.0,27329.922612919483,20.0,1,Low
2500,Medium,4.0,23.0,65091.648591926016,11.0,1,Medium
2501,Medium,6.0,68.0,87006.75965050986,48.0,1,Medium
2502,1,10.0,54.0,93301.24642190496,34.0,1,Medium
2503,2,8.0,62.0,68655.03694677906,2.0,1,Medium
2504,1,8.0,53.0,52052.87269620669,23.0,0,Medium
2505,1,4.0,35.0,49136.57393874676,3.0,1,Medium
2506,H,2.0,33.0,38194.66757926269,8.0,0,High
2507,,6.0,41.0,62234.18328351023,2.0,0,Medium
2508,2,6.0,46.0,73150.01990619456,10.0,1,Medium
2509,Medium,5.0,42.0,101641.51975807236,10.0,0,Medium
2510,High,1.0,31.0,14011.057314614443,8.0,0,High
2511,Unknown,6.0,52.0,51139.41358624607,34.0,1,Medium
2512,High,2.0,28.0,41129.38705332695,9.0,0,High
2513,3,2.0,42.0,82185.68385704054,23.0,0,Medium
2514,high,6.0,18.0,19830.519953131705,0.0,1,High
2515,Unknown,10.0,56.0,49874.87893630912,26.0,1,Medium
2516,1,9.0,32.0,20889.00552495201,4.0,1,Medium
2517,Low,7.0,55.0,62891.77485689673,33.0,1,Low
2518,Medium,5.0,39.0,25343.25934510329,21.0,1,Medium
2519,Low,8.0,44.0,135715.62214329807,16.0,0,Low
2520,High,5.0,26.0,92812.7449479505,7.0,1,High
2521,2,9.0,41.0,42067.74837208953,20.0,1,Medium
2522,Unknown,4.0,24.0,38750.96039520348,5.0,1,Medium
2523,Low,4.0,61.0,90488.52428886115,41.0,1,Low
2524,M,6.0,34.0,32527.141882306056,13.0,1,Medium
2525,3,1.0,40.0,86213.87501442668,14.0,0,Medium
2526,Low,10.0,69.0,94120.44173604672,8.0,1,Low
2527,Medium,5.0,43.0,51493.93191900631,15.0,1,Medium
2528,3,5.0,22.0,66301.3987014921,0.0,0,Medium
2529,medium,6.0,29.0,4240.051470278842,2.0,1,Medium
2530,Medium,6.0,50.0,49657.392875409074,29.0,0,Medium
2531,Low,8.0,53.0,75355.28121737615,43.0,1,Low
2532,Medium,6.0,29.0,52395.250683019534,10.0,0,Medium
2533,Medium,8.0,35.0,36217.22197235032,0.0,1,Medium
2534,High,2.0,44.0,6031.964741711277,2.0,0,High
2535,Low,9.0,43.0,52475.81502927239,11.0,1,Low
2536,2,8.0,24.0,45679.98449418371,1.0,1,Medium
2537,Low,7.0,41.0,17926.25892572441,8.0,1,Low
2538,,5.0,25.0,0.0,4.0,0,Medium
2539,Low,5.0,49.0,105663.44206316766,27.0,1,Low
2540,Medium,3.0,39.0,95840.15124746264,3.0,0,Medium
2541,High,3.0,40.0,55756.39512092932,16.0,0,High
2542,2,5.0,38.0,60102.616284102834,28.0,0,Medium
2543,1,7.0,54.0,81872.57560345938,22.0,1,Medium
2544,Medium,2.0,54.0,65091.648591926016,7.0,0,Medium
2545,Low,15.0,55.0,72235.25066198518,37.0,1,Low
2546,Low,8.0,50.0,49199.88557423756,18.0,0,Low
2547,L,5.0,62.0,110006.91041417317,11.0,0,Low
2548,HIGH,5.0,49.0,128535.66615367564,4.0,0,High
2549,3,1.0,36.0,79113.3699272987,6.0,0,Medium
2550,Medium,2.0,53.0,37944.994188756486,31.0,0,Medium
2551,,6.0,62.0,79368.16523716805,29.0,1,Medium
2552,Low,4.0,53.0,68338.99080550419,26.0,0,Low
2553,Unknown,4.0,39.0,55157.36854334174,15.0,1,Medium
2554,Unknown,9.0,56.0,148212.41695339428,15.0,1,Medium
2555,2,8.0,42.0,54964.73416666824,11.0,0,Medium
2556,Low,5.0,46.0,52177.8383381922,24.0,1,Low
2557,2,5.0,43.0,78144.55573291316,24.0,1,Medium
2558,H,6.0,29.0,0.0,0.0,0,High
2559,Unknown,5.0,55.0,88552.93916117918,14.0,0,Medium
2560,Low,6.0,45.0,68335.55817282622,19.0,0,Low
2561,Medium,5.0,29.0,33695.92017468419,8.0,0,Medium
2562,3,4.0,39.0,62642.81551864167,1.0,0,Medium
2563,Low,5.0,61.0,15336.97557899783,43.0,1,Low
2564,Low,10.0,65.0,136148.97960433466,10.0,1,Low
2565,High,5.0,35.0,83663.92507555961,8.0,0,High
2566,3,6.0,34.0,31152.40641478712,6.0,0,Medium
2567,,1.0,45.0,108180.79252692572,9.0,0,Medium
2568,Low,9.0,55.0,45273.82195222373,9.0,1,Low
2569,3,3.0,27.0,42107.403050772,8.0,0,Medium
2570,Medium,9.0,18.0,55631.70005833851,0.0,0,Medium
2571,Medium,8.0,29.0,65091.648591926016,8.0,1,Medium
2572,Unknown,5.0,48.0,76699.27838419231,27.0,0,Medium
2573,Medium,5.0,47.0,62864.657913434006,20.0,1,Medium
2574,Low,6.0,55.0,61090.352639884535,25.0,1,Low
2575,Low,5.0,72.0,131750.99366172662,62.0,1,Low
2576,Medium,5.0,33.0,38763.5104859081,13.0,1,Medium
2577,2,9.0,49.0,62942.44323773872,4.0,1,Medium
2578,1,7.0,56.0,83722.44480788392,29.0,0,Medium
2579,3,4.0,35.0,5744.713312904675,17.0,1,Medium
2580,Medium,3.0,29.0,65091.648591926016,11.0,1,Medium
2581,Low,8.0,59.0,90890.77850465094,15.0,0,Low
2582,Medium,3.0,43.0,74475.48735773576,5.0,0,Medium
2583,High,5.0,44.0,65091.648591926016,8.0,1,High
2584,Unknown,3.0,35.0,72276.04798045538,7.0,1,Medium
2585,High,3.0,38.0,32465.964860446325,1.0,0,High
2586,Medium,5.0,58.0,19373.700437105566,4.0,0,Medium
2587,LOW,10.0,44.0,90686.68743926956,15.0,0,Low
2588,3,5.0,35.0,24209.379888432824,14.0,1,Medium
2589,3,5.0,25.0,10286.878740702494,6.0,0,Medium
2590,Medium,9.0,44.0,51360.32581599316,25.0,1,Medium
2591,Low,8.0,54.0,135697.03372043665,11.0,1,Low
2592,High,2.0,52.0,64482.1091034592,29.0,1,High
2593,High,1.0,32.0,58101.87746096552,1.0,0,High
2594,Unknown,2.0,32.0,64527.47517104576,5.0,0,Medium
2595,H,4.0,29.0,10924.619039182144,10.0,0,High
2596,M,3.0,35.0,65091.648591926016,5.0,1,Medium
2597,Medium,5.0,59.0,54604.39636257364,0.0,0,Medium
2598,High,3.0,45.0,101476.10846814398,13.0,0,High
2599,Low,5.0,45.0,118448.45627263456,8.0,1,Low
2600,,10.0,58.0,60363.62035058094,4.0,0,Medium
2601,Low,6.0,64.0,40220.37890596976,13.0,0,Low
2602,Medium,4.0,54.0,108684.6315183714,6.0,0,Medium
2603,Medium,8.0,35.0,85616.24987717051,6.0,0,Medium
2604,Low,7.0,57.0,125583.47280479336,39.0,1,Low
2605,M,7.0,52.0,1612.6939799792451,3.0,0,Medium
2606,High,2.0,33.0,77864.89673544143,7.0,0,High
2607,High,4.0,20.0,24926.99198782443,1.0,0,High
2608,Low,6.0,57.0,68707.58779153261,0.0,0,Low
2609,2,9.0,55.0,95442.62352659652,13.0,1,Medium
2610,Low,10.0,51.0,116106.69666578095,8.0,1,Low
2611,High,5.0,44.0,82408.38845877357,8.0,0,High
2612,L,9.0,51.0,101194.80795047693,31.0,1,Low
2613,1,8.0,65.0,76253.6757104228,29.0,1,Medium
2614,,5.0,38.0,127096.441719875,11.0,0,Medium
2615,Low,7.0,60.0,65091.648591926016,3.0,1,Low
2616,High,6.0,44.0,170530.63071938462,6.0,1,High
2617,3,5.0,39.0,37007.60828139158,21.0,1,Medium
2618,Medium,9.0,49.0,49694.9284252479,19.0,1,Medium
2619,Medium,6.0,48.0,24079.918401573465,2.0,0,Medium
2620,1,4.0,47.0,86639.18521466399,17.0,1,Medium
2621,L,5.0,72.0,71799.65053527617,33.0,0,Low
2622,1,9.0,53.0,125081.0714931082,30.0,0,Medium
2623,1,4.0,64.0,123560.60981564265,26.0,0,Medium
2624,Medium,3.0,32.0,18166.17511919621,2.0,1,Medium
2625,Medium,9.0,54.0,60037.10325844394,10.0,1,Medium
2626,High,2.0,46.0,21022.70873260978,3.0,1,High
2627,Medium,8.0,43.0,49901.379709642046,25.0,1,Medium
2628,1,5.0,64.0,78831.88435753134,34.0,1,Medium
2629,3,2.0,22.0,85116.3061282266,0.0,1,Medium
2630,Medium,4.0,47.0,34286.235607926086,12.0,1,Medium
2631,Medium,4.0,61.0,75392.98121701648,40.0,1,Medium
2632,L,7.0,71.0,163513.65425806225,36.0,1,Low
2633,,5.0,44.0,81868.5040100371,0.0,0,Medium
2634,Low,10.0,56.0,87673.20119229709,7.0,1,Low
2635,High,2.0,42.0,86084.73767541203,24.0,0,High
2636,Low,9.0,56.0,45959.908950755,10.0,1,Low
2637,Low,5.0,70.0,141379.37571012293,9.0,0,Low
2638,Medium,6.0,34.0,116852.9923107813,4.0,0,Medium
2639,2,6.0,40.0,103372.39805438748,12.0,1,Medium
2640,Low,6.0,74.0,6578.282884859029,5.0,1,Low
2641,High,4.0,100.0,196462.37691118737,79.0,1,High
2642,,8.0,52.0,46310.17787329017,8.0,1,Medium
2643,2,7.0,61.0,32740.272294476472,23.0,1,Medium
2644,High,3.0,31.0,51335.0781760022,9.0,0,High
2645,2,2.0,34.0,72460.71823691684,6.0,0,Medium
2646,2,3.0,20.0,46426.068411665576,1.0,0,Medium
2647,medium,9.0,56.0,46127.16740655976,14.0,1,Medium
2648,1,7.0,39.0,66931.96004537035,17.0,0,Medium
2649,Low,4.0,84.0,107905.48460808996,22.0,0,Low
2650,Medium,3.0,32.0,60516.13962753744,9.0,0,Medium
2651,1,5.0,50.0,33908.84337573906,16.0,0,Medium
2652,Low,10.0,45.0,51584.50303280253,23.0,1,Low
2653,H,4.0,30.0,5268.414819391481,2.0,1,High
2654,Low,5.0,51.0,124195.45633919149,31.0,0,Low
2655,2,4.0,52.0,43815.58899075221,30.0,0,Medium
2656,Low,6.0,49.0,50532.182966918605,2.0,1,Low
2657,Medium,3.0,44.0,122678.5881024202,12.0,1,Medium
2658,2,5.0,47.0,121831.76047137586,17.0,1,Medium
2659,,2.0,38.0,55105.54047028965,0.0,0,Medium
2660,Medium,5.0,52.0,77737.73693978834,4.0,0,Medium
2661,Medium,9.0,30.0,68706.99066481617,9.0,1,Medium
2662,M,9.0,44.0,74217.80913473184,9.0,1,Medium
2663,Unknown,8.0,44.0,3691340.824901612,10.0,1,Medium
2664,M,7.0,49.0,128657.17178622822,20.0,0,Medium
2665,Medium,8.0,51.0,71624.97706936591,26.0,1,Medium
2666,High,5.0,27.0,33351.846361302894,7.0,1,High
2667,Unknown,5.0,51.0,85822.29500362213,25.0,1,Medium
2668,Medium,9.0,59.0,8408337.139533523,8.0,1,Medium
2669,1,9.0,54.0,45729.427609560254,16.0,0,Medium
2670,1,6.0,73.0,162017.19112642074,28.0,1,Medium
2671,1,8.0,48.0,4816.43081766586,11.0,0,Medium
2672,Unknown,9.0,50.0,75764.36284733309,7.0,0,Medium
2673,Medium,5.0,47.0,103337.77241415686,9.0,0,Medium
2674,Low,8.0,48.0,75739.3912061474,6.0,0,Low
2675,High,5.0,18.0,18015.150235319357,0.0,0,High
2676,,6.0,73.0,82147.93635861654,52.0,0,Medium
2677,Low,5.0,60.0,90745.72082685186,11.0,0,Low
2678,High,1.0,42.0,56560.96129576315,3.0,1,High
2679,2,2.0,18.0,29821.96815861092,0.0,0,Medium
2680,1,7.0,59.0,55351.35216127234,11.0,1,Medium
2681,,7.0,53.0,112338.44379214352,26.0,1,Medium
2682,1,6.0,45.0,95367.83671772236,12.0,0,Medium
2683,L,9.0,51.0,39061.87673044807,20.0,1,Low
2684,H,1.0,29.0,33025.88139552028,1.0,0,High
2685,Medium,5.0,55.0,96548.49963895892,24.0,0,Medium
2686,high,2.0,49.0,65091.648591926016,11.0,1,High
2687,Low,7.0,67.0,81485.89008156901,29.0,0,Low
2688,High,5.0,29.0,17126.519275966562,7.0,1,High
2689,M,8.0,65.0,120445.8641161501,15.0,1,Medium
2690,1,9.0,43.0,73969.17783088356,4.0,0,Medium
2691,Low,5.0,42.0,105390.79863156484,14.0,0,Low
2692,1,6.0,41.0,20757.428801087844,20.0,0,Medium
2693,2,8.0,72.0,126390.80129357125,20.0,0,Medium
2694,Low,9.0,56.0,140457.14819901512,24.0,1,Low
2695,1,7.0,74.0,98372.9903073268,18.0,0,Medium
2696,Medium,4.0,42.0,66377.43422502381,7.0,0,Medium
2697,2,9.0,36.0,38848.627301966415,6.0,1,Medium
2698,MEDIUM,5.0,73.0,108441.37862491806,49.0,1,Medium
2699,Low,4.0,32.0,65463.18434458639,12.0,0,Low
2700,LOW,8.0,59.0,168174.82572724277,13.0,1,Low
2701,,5.0,66.0,65397.31320809346,18.0,0,Medium
2702,2,4.0,50.0,101416.98771189428,22.0,0,Medium
2703,medium,6.0,49.0,85425.13374034608,14.0,0,Medium
2704,High,6.0,34.0,37704.63507546754,12.0,1,High
2705,3,5.0,50.0,50128.42405221542,21.0,1,Medium
2706,High,4.0,35.0,41294.17917723016,0.0,1,High
2707,M,5.0,36.0,102704.01215235313,8.0,1,Medium
2708,3,5.0,42.0,99452.33854012573,5.0,0,Medium
2709,1,6.0,65.0,146569.31944228127,38.0,1,Medium
2710,Low,7.0,64.0,105285.2581260074,21.0,1,Low
2711,M,7.0,50.0,117964.69738258848,32.0,1,Medium
2712,M,5.0,49.0,102533.31207342804,30.0,0,Medium
2713,Medium,9.0,33.0,25795.242556045483,3.0,1,Medium
